Approved symbol	Ensembl gene ID	Previous symbols	Alias symbols
ITPKB-AS1	ENSG00000228548
ITPKB-IT1	ENSG00000228382
ITPKC	ENSG00000086544		IP3KC, IP3-3KC
ITPR1	ENSG00000150995	SCA15, SCA16, SCA29	Insp3r1, IP3R1, ACV, PPP1R94
ITPR1-DT	ENSG00000231249	ITPR1-AS1
ITPR2	ENSG00000123104		IP3R2, CFAP48
ITPR2-AS2	ENSG00000255968
ITPR3	ENSG00000096433		IP3R3
ITPR3-AS1
ITPRID1	ENSG00000180347	CCDC129	FLJ38344
ITPRID2	ENSG00000138434	SSFA2	CS-1, SPAG13, KRAP, KIAA1927
ITPRID2-DT	ENSG00000260742
ITPRIP	ENSG00000148841	KIAA1754	bA127L20.2, DANGER, D1A
ITPRIP-AS1	ENSG00000228261
ITPRIPL1	ENSG00000198885	KIAA1754L	D1B
ITPRIPL2	ENSG00000205730		FLJ22994, MGC126798, MGC126800, LOC162073, D1C
ITPRIPL2-AS1	ENSG00000261759		RP11-626G11.3
ITSN1	ENSG00000205726	SH3D1A, ITSN	SH3P17, MGC134948, MGC134949
ITSN1P1	ENSG00000251548
ITSN2	ENSG00000198399	SH3D1B	KIAA1256, SWAP, SH3P18, SWA, PRO2015
IUR1	ENSG00000289625
IV			SIV
IVD	ENSG00000128928		ACAD2, IVDH
IVL	ENSG00000163207
IVNS1ABP	ENSG00000116679		NS1-BP, HSPC068, NS-1, KIAA0850, ND1, KLHL39, ARA3
IWS1	ENSG00000163166		DKFZp761G0123, FLJ10006, FLJ14655, FLJ32319
IYD	ENSG00000009765	C6orf71	dJ422F24.1, DEHAL1
IZUMO1	ENSG00000182264		IZUMO, MGC34799, OBF
IZUMO1R	ENSG00000183560	FOLR4	Folbp3, JUNO
IZUMO2	ENSG00000161652	C19orf41	MGC33947, SCRL
IZUMO3	ENSG00000205442	C9orf134	bA20A20.1
IZUMO4	ENSG00000099840	C19orf36
JADE1	ENSG00000077684	PHF17	JADE-1
JADE2	ENSG00000043143	PHF15	KIAA0239, JADE-2
JADE3	ENSG00000102221	PHF16	KIAA0215, JADE-3
JADRR	ENSG00000280711	LINC00915	lncRNA-JADE
JAG1	ENSG00000101384	AGS, JAGL1	AHD, AWS, HJ1, CD339
JAG2	ENSG00000184916
JAGN1	ENSG00000171135		GL009, FLJ14602
JAK1	ENSG00000162434	JAK1B	JAK1A, JTK3
JAK1B
JAK2	ENSG00000096968		JTK10
JAK3	ENSG00000105639		L-JAK, JAKL, LJAK, JAK3_HUMAN, JAK-3
JAKMIP1	ENSG00000152969		MARLIN1, JAMIP1, Gababrbp, FLJ31564
JAKMIP1-AS1	ENSG00000287786
JAKMIP1-DT	ENSG00000249896	LINC02495
JAKMIP2	ENSG00000176049		JAMIP2, KIAA0555
JAKMIP2-AS1
JAKMIP3	ENSG00000188385	C10orf39, C10orf14	FLJ37857, NECC2, KIAA4091, bA140A10.5
JAKMIP3-AS1	ENSG00000235010
JAM2	ENSG00000154721	C21orf43	VE-JAM, JAM-B, JAMB, CD322, JAM-2
JAM3	ENSG00000166086		JAM-C, JAMC, JAM-3
JAML	ENSG00000160593	AMICA1	Gm638, AMICA
JARID2	ENSG00000008083	JMJ
JARID2-AS1	ENSG00000235488
JARID2-DT	ENSG00000271888
JAZF1	ENSG00000153814		TIP27, DKFZp761K2222, ZNF802
JAZF1-AS1	ENSG00000234336
JBS
JBTS1			CORS1
JCAD	ENSG00000165757	KIAA1462
JCADP1	ENSG00000235012
JCHAIN	ENSG00000132465	IGJ	IGCJ, JCH
JCHAINP1	ENSG00000253655	IGJP1
JDP2	ENSG00000140044	JUNDM2
JDP2-AS1	ENSG00000259319
JHY	ENSG00000109944	C11orf63	FLJ23554
JK
JKAMP	ENSG00000050130	C14orf100	HSPC213, JAMP, HSPC327, CDA06
JKAMPP1	ENSG00000231491
JMJD1C	ENSG00000171988	TRIP8	DKFZp761F0118, KIAA1380, FLJ14374, KDM3C
JMJD1C-AS1	ENSG00000272767
JMJD1C-AS2
JMJD4	ENSG00000081692		FLJ12517
JMJD4P1	ENSG00000249505
JMJD6	ENSG00000070495	PTDSR	PTDSR1, KIAA0585
JMJD7	ENSG00000243789
JMJD7-PLA2G4B	ENSG00000168970
JMJD8	ENSG00000161999	C16orf20
JMS
JMY	ENSG00000152409		FLJ37870, WHAMM2
JOSD1	ENSG00000100221		KIAA0063
JOSD2	ENSG00000161677		SBBI54
JPD
JPH1	ENSG00000104369		JP-1, JP1
JPH2	ENSG00000149596		JP-2, JP2
JPH3	ENSG00000154118	TNRC22	JP-3, CAGL237, HDL2, JP3
JPH4	ENSG00000092051	JPHL1	KIAA1831, JP4
JPT1	ENSG00000189159	HN1	ARM2, HN1A
JPT1P1	ENSG00000213148
JPT2	ENSG00000206053	C16orf34, HN1L	FLJ13092, L11, KIAA1426
JPX	ENSG00000225470	NCRNA00183	ENOX, LINC00183, DCBALD06
JRK	ENSG00000234616		JH8, jerky
JRKL	ENSG00000183340		HHMJG
JRKL-AS1	ENSG00000255679
JSRP1	ENSG00000167476		JP-45, FLJ32416
JTB	ENSG00000143543		hJT, PAR
JTB-DT	ENSG00000272654
JTBP1	ENSG00000233603
JTK5A			JTK5
JTK5B		JTK5B	JTK5
JUN	ENSG00000177606		c-Jun, AP-1
JUN-DT	ENSG00000234807	LINC01135, LINC01358
JUNB	ENSG00000171223
JUND	ENSG00000130522		AP-1
JUP	ENSG00000173801	CTNNG	DP3, PDGB, PKGB, DPIII, PG
JWS
K12T
KAAG1	ENSG00000146049		RU2, RU2AS
KAI1
KAL2
KAL3
KALRN	ENSG00000160145	HAPIP	duo, Hs.8004, TRAD, DUET, Kalirin, ARHGEF24, KALNC2
KANK1	ENSG00000107104	ANKRD15	KIAA0172, KANK
KANK1-AS1	ENSG00000227914
KANK1P1	ENSG00000215589
KANK2	ENSG00000197256	MXRA3, ANKRD25	KIAA1518, SIP
KANK3	ENSG00000186994	ANKRD47	FLJ46061
KANK4	ENSG00000132854	ANKRD38	KIAA0172
KANSL1	ENSG00000120071	KIAA1267	DKFZP727C091, MSL1v1, CENP-36, NSL1
KANSL1-AS1	ENSG00000214401
KANSL1L	ENSG00000144445	C2orf67	FLJ23861, FLJ32349, MSL1v2, KIAA1267L
KANSL1L-AS1	ENSG00000229127
KANSL2	ENSG00000139620	C12orf41	FLJ20436, NSL2
KANSL3	ENSG00000114982	KIAA1310	FLJ10081, Rcd1, NSL3
KANTR	ENSG00000232593	LINC01155	Spasm
KARS1	ENSG00000065427	DFNB89, KARS	KARS2
KARS1P1	ENSG00000229696	KARSP1
KARS1P2	ENSG00000230371	KARSP2
KARS1P3	ENSG00000262962	KARSP3
KASH5	ENSG00000161609	CCDC155	FLJ32658
KAT2A	ENSG00000108773	GCN5L2	GCN5, PCAF-b
KAT2B	ENSG00000114166	PCAF	P/CAF, GCN5, GCN5L
KAT5	ENSG00000172977	HTATIP	TIP60, PLIP, cPLA2, HTATIP1, ESA1, ZC2HC5
KAT6A	ENSG00000083168	ZNF220, RUNXBP2, MYST3	MOZ, ZC2HC6A
KAT6A-AS1
KAT6B	ENSG00000156650	MYST4	querkopf, qkf, Morf, MOZ2, ZC2HC6B
KAT7	ENSG00000136504	MYST2	HBOA, HBO1, ZC2HC7
KAT7P1	ENSG00000232842
KAT8	ENSG00000103510	MYST1	MOF, FLJ14040, hMOF, ZC2HC8
KAT14	ENSG00000149474	CSRP2BP	CRP2BP, dJ717M23.1, PRO1194, ATAC2
KATNA1	ENSG00000186625
KATNAL1	ENSG00000102781		MGC2599
KATNAL2	ENSG00000167216		MGC33211, DKFZP667C165
KATNB1	ENSG00000140854
KATNBL1	ENSG00000134152	C15orf29	FLJ22557
KATNBL1P1	ENSG00000271026
KATNBL1P2	ENSG00000232857
KATNBL1P3	ENSG00000235422
KATNBL1P4	ENSG00000249270
KATNBL1P5	ENSG00000271108
KATNBL1P6	ENSG00000228283
KATNIP	ENSG00000047578	KIAA0556	JBTS26
KAZALD1	ENSG00000107821		FKSG40, FKSG28
KAZN	ENSG00000189337	C1orf196	KIAA1026, KAZRIN, FLJ43806
KAZN-AS1	ENSG00000234593		ENST00000447908
KBTBD2	ENSG00000170852	BKLHD1	DKFZP566C134
KBTBD3	ENSG00000182359	BKLHD3
KBTBD4	ENSG00000123444	BKLHD4	FLJ10450, HSPC252
KBTBD6	ENSG00000165572		DKFZp547E1912
KBTBD6-DT	ENSG00000278390		AL354696.2
KBTBD7	ENSG00000120696		DKFZP434E2318
KBTBD8	ENSG00000163376		TA-KRP, KIAA1842
KBTBD11	ENSG00000176595		KIAA0711, KLHDC7C
KBTBD11-AS1	ENSG00000253764
KBTBD11-OT1	ENSG00000253696
KBTBD12	ENSG00000187715	KLHDC6	FLJ46299
KBTBD13	ENSG00000234438		hCG_1645727, NEM6
KCMF1	ENSG00000176407		DEBT91, PCMF, DKFZP434L1021, ZZZ1
KCNA1	ENSG00000111262	AEMK	Kv1.1, RBK1, HUK1, MBK1
KCNA2	ENSG00000177301		Kv1.2, HK4
KCNA3	ENSG00000177272		Kv1.3, MK3, HLK3, HPCN3, RP11-284N8.3
KCNA4	ENSG00000182255	KCNA4L	Kv1.4, HK1, HPCN2, PCN2
KCNA4L
KCNA5	ENSG00000130037		Kv1.5, HK2, HPCN1
KCNA6	ENSG00000151079		Kv1.6, HBK2, PPP1R96
KCNA6-AS1	ENSG00000256988
KCNA7	ENSG00000104848		Kv1.7, HAK6
KCNA9
KCNA10	ENSG00000143105		Kv1.8
KCNAB1	ENSG00000169282		AKR6A3, KCNA1B, hKvBeta3, Kvb1.3, hKvb3
KCNAB1-AS1	ENSG00000242370
KCNAB1-AS2	ENSG00000240596
KCNAB2	ENSG00000069424		AKR6A5, KCNA2B, HKvbeta2.1, HKvbeta2.2
KCNAB3	ENSG00000170049		AKR6A9, KCNA3B
KCNB1	ENSG00000158445		Kv2.1
KCNB2	ENSG00000182674		Kv2.2
KCNB2-AS1	ENSG00000253784
KCNC1	ENSG00000129159		Kv3.1
KCNC2	ENSG00000166006		Kv3.2
KCNC3	ENSG00000131398	SCA13	Kv3.3
KCNC4	ENSG00000116396	C1orf30	Kv3.4, HKSHIIIC
KCNC4-DT	ENSG00000224965	KCNC4-AS1, LINC02586
KCND1	ENSG00000102057		Kv4.1
KCND2	ENSG00000184408		Kv4.2, RK5, KIAA1044
KCND3	ENSG00000171385	SCA22, SCA19	Kv4.3, KSHIVB
KCND3-AS1	ENSG00000237556
KCND3-IT1	ENSG00000232558
KCNE1	ENSG00000180509		minK, IsK, JLNS2, LQT5
KCNE1B
KCNE2	ENSG00000159197		MiRP1, LQT6
KCNE3	ENSG00000175538		MiRP2, HOKPP
KCNE4	ENSG00000152049		MiRP3
KCNE5	ENSG00000176076	KCNE1L
KCNF
KCNF1	ENSG00000162975	KCNF	Kv5.1, kH1, IK8
KCNG
KCNG1	ENSG00000026559	KCNG	Kv6.1, kH2, K13
KCNG2	ENSG00000178342		Kv6.2, KCNF2
KCNG3	ENSG00000171126		Kv6.3
KCNG4	ENSG00000168418		Kv6.4
KCNH1	ENSG00000143473		Kv10.1, eag, h-eag, eag1, hEAG, K(V)10.1
KCNH1-IT1	ENSG00000234233
KCNH2	ENSG00000055118	LQT2	Kv11.1, HERG, erg1
KCNH3	ENSG00000135519		Kv12.2, BEC1, elk2
KCNH4	ENSG00000089558		Kv12.3, elk1
KCNH5	ENSG00000140015		Kv10.2, H-EAG2, eag2, hEAG2
KCNH6	ENSG00000173826		Kv11.2, erg2, HERG2
KCNH7	ENSG00000184611		Kv11.3, HERG3, erg3
KCNH7-AS1	ENSG00000237750
KCNH8	ENSG00000183960		Kv12.1, elk3
KCNIP1	ENSG00000182132		KCHIP1
KCNIP1-AS1	ENSG00000253591
KCNIP1-AS2	ENSG00000253858
KCNIP1-OT1	ENSG00000253647
KCNIP2	ENSG00000120049		KCHIP2
KCNIP2-AS1	ENSG00000226009
KCNIP3	ENSG00000115041	CSEN	DREAM, KCHIP3
KCNIP4	ENSG00000185774		CALP, KCHIP4, MGC44947
KCNIP4-AS1	ENSG00000248343
KCNIP4-AS2	ENSG00000250092
KCNIP4-AS3	ENSG00000250243
KCNIP4-DT	ENSG00000250039
KCNIP4-IT1	ENSG00000280650	NCRNA00099	UM9-5
KCNJ1	ENSG00000151704		Kir1.1, ROMK1
KCNJ2	ENSG00000123700		Kir2.1, IRK1, LQT7
KCNJ2-AS1	ENSG00000267365		FLJ36644
KCNJ3	ENSG00000162989		Kir3.1, GIRK1, KGA
KCNJ4	ENSG00000168135		Kir2.3, HIR, HRK1, hIRK2, IRK3
KCNJ5	ENSG00000120457		Kir3.4, CIR, KATP1, GIRK4, LQT13
KCNJ5-AS1	ENSG00000174370	C11orf45	MGC35558, FLJ43646
KCNJ6	ENSG00000157542	KCNJ7	Kir3.2, GIRK2, KATP2, BIR1, hiGIRK2
KCNJ6-AS1	ENSG00000233213	KCNJ6-IT1
KCNJ7
KCNJ8	ENSG00000121361		Kir6.1
KCNJ8-AS1	ENSG00000256615
KCNJ9	ENSG00000162728		Kir3.3, GIRK3
KCNJ10	ENSG00000177807		Kir4.1, Kir1.2
KCNJ11	ENSG00000187486		Kir6.2, BIR
KCNJ12	ENSG00000184185	KCNJN1	Kir2.2, Kir2.2v, IRK2, hIRK1
KCNJ13	ENSG00000115474		Kir7.1, Kir1.4, LCA16
KCNJ14	ENSG00000182324		Kir2.4, IRK4
KCNJ15	ENSG00000157551		Kir4.2, Kir1.3, IRKK
KCNJ16	ENSG00000153822		Kir5.1, BIR9
KCNJ18	ENSG00000260458		KIR2.6, TTPP2
KCNJN1
KCNK1	ENSG00000135750		K2p1.1, DPK, TWIK-1
KCNK2	ENSG00000082482		K2p2.1, TREK-1
KCNK3	ENSG00000171303		K2p3.1, TASK, TASK-1, TASK1
KCNK4	ENSG00000182450		K2p4.1, TRAAK
KCNK4-CATSPERZ	ENSG00000257069
KCNK5	ENSG00000164626		K2p5.1, TASK-2, TASK2
KCNK6	ENSG00000099337		K2p6.1, TWIK-2
KCNK7	ENSG00000173338		K2p7.1
KCNK9	ENSG00000169427		K2p9.1, TASK3, TASK-3
KCNK10	ENSG00000100433		K2p10.1, TREK-2, TREK2, PPP1R97
KCNK10-AS1	ENSG00000258538		AL133279.1
KCNK11
KCNK12	ENSG00000184261		THIK-2, THIK2, K2p12.1
KCNK13	ENSG00000152315		K2p13.1, THIK-1, THIK1
KCNK14
KCNK15	ENSG00000124249	KCNK11, KCNK14	K2p15.1, dJ781B1.1, KT3.3, KIAA0237, TASK5, TASK-5
KCNK15-AS1	ENSG00000244558	LINC01260	RP11-445H22.4
KCNK16	ENSG00000095981		K2p16.1, TALK-1, TALK1
KCNK17	ENSG00000124780		K2p17.1, TALK-2, TALK2, TASK4, TASK-4
KCNK18	ENSG00000186795		K2p18.1, TRESK-2, TRESK2, TRESK, TRIK
KCNMA1	ENSG00000156113	SLO	KCa1.1, mSLO1
KCNMA1-AS1	ENSG00000236467
KCNMA1-AS2	ENSG00000225497
KCNMA1-AS3	ENSG00000225652
KCNMB1	ENSG00000145936		hslo-beta
KCNMB2	ENSG00000197584
KCNMB2-AS1	ENSG00000237978		RP11-385J1.2
KCNMB3	ENSG00000171121	KCNMB2, KCNMBL
KCNMB3P1	ENSG00000239435	KCNMB2L, KCNMBLP, KCNMB3L	KCNMB3L1
KCNMB4	ENSG00000135643
KCNN1	ENSG00000105642		KCa2.1, hSK1
KCNN2	ENSG00000080709		KCa2.2, hSK2
KCNN3	ENSG00000143603		KCa2.3, hSK3, SKCA3
KCNN4	ENSG00000104783		KCa3.1, hSK4, hKCa4, hIKCa1, IK
KCNQ1	ENSG00000053918	LQT, KCNA9	Kv7.1, KCNA8, KVLQT1, JLNS1, LQT1
KCNQ1-AS1	ENSG00000229414
KCNQ1DN	ENSG00000237941		BWRT, HSA404617
KCNQ1OT1	ENSG00000269821		KvDMR1, KCNQ1-AS2, KvLQT1-AS, LIT1, NCRNA00012
KCNQ2	ENSG00000075043	EBN, EBN1	Kv7.2, ENB1, BFNC, KCNA11, HNSPC
KCNQ2-AS1	ENSG00000226390
KCNQ3	ENSG00000184156	EBN2	Kv7.3
KCNQ4	ENSG00000117013	DFNA2	Kv7.4
KCNQ5	ENSG00000185760		Kv7.5
KCNQ5-AS1	ENSG00000229154
KCNQ5-AS2
KCNQ5-DT	ENSG00000285844		CATG00000088862.1
KCNQ5-IT1	ENSG00000233844
KCNRG	ENSG00000198553
KCNS1	ENSG00000124134		Kv9.1
KCNS2	ENSG00000156486		Kv9.2
KCNS3	ENSG00000170745		Kv9.3
KCNT1	ENSG00000107147		KCa4.1, KIAA1422, SLACK, Slo2.2
KCNT2	ENSG00000162687		KCa4.2, SLICK, SLO2.1
KCNU1	ENSG00000215262		KCa5.1, Slo3, KCNMC1, Kcnma3
KCNV1	ENSG00000164794		Kv8.1
KCNV2	ENSG00000168263		Kv8.2
KCP	ENSG00000135253	CRIM2	FLJ33365, NET67
KCS
KCTD1	ENSG00000134504	C18orf5
KCTD2	ENSG00000180901		KIAA0176
KCTD3	ENSG00000136636		NY-REN-45
KCTD4	ENSG00000180332		bA321C24.3
KCTD5	ENSG00000167977		FLJ20040
KCTD5P1	ENSG00000224232
KCTD6	ENSG00000168301		MGC27385, KCASH3
KCTD7	ENSG00000243335		FLJ32069, EPM3, CLN14
KCTD8	ENSG00000183783
KCTD9	ENSG00000104756		FLJ20038, BTBD27
KCTD9P1	ENSG00000225014		HsT38306
KCTD9P2	ENSG00000181819	KCTD9L
KCTD9P3	ENSG00000187988
KCTD9P4	ENSG00000214264
KCTD9P5	ENSG00000248216
KCTD9P6	ENSG00000229211
KCTD10	ENSG00000110906		MSTP028, BTBD28
KCTD10P1	ENSG00000224955
KCTD11	ENSG00000213859	C17orf36	REN, KCASH1
KCTD12	ENSG00000178695	C13orf2	KIAA1778, PFET1
KCTD13	ENSG00000174943		PDIP1, FKSG86, POLDIP1
KCTD13-DT	ENSG00000247735
KCTD14	ENSG00000151364		MGC2376
KCTD14-AS2	ENSG00000254829
KCTD15	ENSG00000153885		MGC25497
KCTD16	ENSG00000183775		KIAA1317
KCTD17	ENSG00000100379		FLJ12242
KCTD18	ENSG00000155729		FLJ31322, 6530404F10Rik, FLJ37818
KCTD19	ENSG00000168676		FLJ40162
KCTD20	ENSG00000112078	C6orf69	dJ108K11.3, MGC14254
KCTD21	ENSG00000188997		KCASH2
KCTD21-AS1	ENSG00000246174
KDELR1	ENSG00000105438		ERD2.1, ERD2, HDEL
KDELR2	ENSG00000136240		ELP-1, ERD2.2
KDELR3	ENSG00000100196
KDF1	ENSG00000175707	C1orf172	FLJ34633, RP11-344H11.3
KDM1A	ENSG00000004487	AOF2, KDM1	KIAA0601, BHC110, LSD1
KDM1B	ENSG00000165097	C6orf193, AOF1	FLJ34109, FLJ33898, dJ298J15.2, bA204B7.3, FLJ43328, LSD2
KDM2A	ENSG00000173120	FBXL11	KIAA1004, FBL11, LILINA, DKFZP434M1735, FBL7, FLJ00115, CXXC8, JHDM1A
KDM2B	ENSG00000089094	FBXL10	PCCX2, CXXC2, Fbl10, JHDM1B
KDM2B-DT	ENSG00000256742
KDM3A	ENSG00000115548	JMJD1, JMJD1A	TSGA, KIAA0742, JHMD2A
KDM3AP1	ENSG00000233996
KDM3B	ENSG00000120733	C5orf7, JMJD1B	KIAA1082, NET22
KDM4A	ENSG00000066135	JMJD2, JMJD2A	KIAA0677, JHDM3A, TDRD14A
KDM4A-AS1	ENSG00000236200
KDM4B	ENSG00000127663	JMJD2B	KIAA0876, TDRD14B
KDM4C	ENSG00000107077	JMJD2C	GASC1, KIAA0780, TDRD14C
KDM4D	ENSG00000186280	JMJD2D	FLJ10251
KDM4E	ENSG00000235268	KDM4DL	JMJD2E, KDM5E
KDM4F	ENSG00000255855		JMJD2F
KDM5A	ENSG00000073614	RBBP2, JARID1A
KDM5B	ENSG00000117139	JARID1B	RBBP2H1A, PLU-1, CT31, PPP1R98
KDM5C	ENSG00000126012	SMCX, JARID1C, MRX13	DXS1272E, XE169
KDM5C-IT1	ENSG00000235262
KDM5D	ENSG00000012817	HYA, HY, SMCY, JARID1D	KIAA0234
KDM5D-DT	ENSG00000288049
KDM5DP1	ENSG00000277438		SMCYP
KDM6A	ENSG00000147050	UTX
KDM6B	ENSG00000132510	JMJD3	KIAA0346
KDM7A	ENSG00000006459	JHDM1D	KIAA1718
KDM7A-DT	ENSG00000260231	JHDM1D-AS1
KDM8	ENSG00000155666	JMJD5	FLJ13798
KDNBY	ENSG00000260197		RP11-424G14.1
KDR	ENSG00000128052		FLK1, VEGFR, VEGFR2, CD309
KDSR	ENSG00000119537	FVT1	DHSR, SDR35C1
KDSR-DT	ENSG00000267390
KEAP1	ENSG00000079999		KIAA0132, MGC10630, MGC1114, MGC20887, MGC4407, MGC9454, INrf2, KLHL19
KEL	ENSG00000197993		ECE3, CD238
KERA	ENSG00000139330	CNA2	SLRR2B
KERSMCR
KFM		KFS
KFS
KFSD
KGD4	ENSG00000134056	MRPS36	DC47, MRP-S36
KGFR
KHDC1	ENSG00000135314	C6orf148, C6orf147	MGC10818, bA257K9.4, NDG1, Em:AC019205.8
KHDC1-AS1	ENSG00000229852		lnc-KHDC3L-2
KHDC1L	ENSG00000256980		RP11-257K9.7
KHDC1P1	ENSG00000251360
KHDC3L	ENSG00000203908	C6orf221	ECAT1
KHDC4	ENSG00000132680	KIAA0907	BLOM7, SNORA80EHG
KHDRBS1	ENSG00000121774		Sam68, p62, FLJ34027
KHDRBS2	ENSG00000112232	KHDRBS2-OT1, KHDRBS2-OT	SLM1, SLM-1, MGC26664
KHDRBS2-OT1		KHDRBS2-OT
KHDRBS3	ENSG00000131773		T-STAR, Etle, etoile, SALP, SLM2, SLM-2
KHK	ENSG00000138030
KHNYN	ENSG00000100441	KIAA0323
KHRBP1		KHRBP1
KHSRP	ENSG00000088247		KSRP, FBP2, FUBP2
KHSRPP1	ENSG00000229835
KIAA0040	ENSG00000235750
KIAA0087	ENSG00000122548
KIAA0125		C14orf110	HSPC053
KIAA0232	ENSG00000170871
KIAA0319	ENSG00000137261		NMIG
KIAA0319L	ENSG00000142687		KIAA1837, AAVR
KIAA0367		KIAA0367	BMCC1, BNIPXL, A214N16.3, bA214N16.3
KIAA0408	ENSG00000189367
KIAA0507		KIAA0507
KIAA0513	ENSG00000135709
KIAA0586	ENSG00000100578		Talpid3, JBTS23
KIAA0753	ENSG00000198920		OFIP, MNR
KIAA0754
KIAA0825	ENSG00000185261	C5orf36	DKFZp686F0372, MGC34713
KIAA0895LP1	ENSG00000264714
KIAA0930	ENSG00000100364	C22orf9	bK268H5.C22.1
KIAA1107			APache
KIAA1143	ENSG00000163807
KIAA1143P1	ENSG00000259086
KIAA1143P2	ENSG00000232766
KIAA1191	ENSG00000122203		FLJ21022, p33MONOX, p60MONOX
KIAA1191-AS1	ENSG00000250909
KIAA1191P1	ENSG00000213480
KIAA1191P2	ENSG00000254506
KIAA1191P3	ENSG00000213028
KIAA1210	ENSG00000250423
KIAA1217	ENSG00000120549		DKFZP761L0424, SKT, ETL4
KIAA1245
KIAA1328	ENSG00000150477
KIAA1328P1	ENSG00000241671
KIAA1549	ENSG00000122778
KIAA1549L	ENSG00000110427	C11orf69, C11orf41	G2, MGC34830
KIAA1586	ENSG00000168116
KIAA1614	ENSG00000135835
KIAA1614-AS1	ENSG00000232586		RP11-46A10.4
KIAA1618
KIAA1671	ENSG00000197077
KIAA1671-AS1	ENSG00000203280
KIAA1755	ENSG00000149633		RP5-1054A22.3, quo
KIAA1794		FANCI
KIAA1840		KIAA1840	FLJ21439
KIAA1958	ENSG00000165185		FLJ39294
KIAA2012	ENSG00000182329
KIAA2012-AS1	ENSG00000222035
KIAA2013	ENSG00000116685		MGC33867, RP5-1077B9.1
KICS2	ENSG00000174206	C12orf66	FLJ32549
KIDINS220	ENSG00000134313		ARMS
KIF1A	ENSG00000130294	ATSV, C2orf20, SPG30	UNC104
KIF1B	ENSG00000054523	CMT2A, CMT2	KIAA0591, KLP, HMSNII
KIF1C	ENSG00000129250	SAX2	SPAX2, SPG58
KIF1C-AS1	ENSG00000227495
KIF2A	ENSG00000068796	KIF2	HK2
KIF2B	ENSG00000141200
KIF2C	ENSG00000142945	KNSL6	MCAK, CT139
KIF3A	ENSG00000131437		FLA10, KLP-20
KIF3AP1	ENSG00000235836
KIF3B	ENSG00000101350		KIAA0359, FLA8, KLP-11
KIF3C	ENSG00000084731
KIF4A	ENSG00000090889		KIF4-G1, KIF4, HSA271784, FLJ12530, FLJ12655, FLJ14204, FLJ20631, MRX100
KIF4B	ENSG00000226650
KIF4CP	ENSG00000225025		KIF4P1
KIF5A	ENSG00000155980	SPG10	D12S1889, NKHC, MY050
KIF5B	ENSG00000170759	KNS1	KNS, uKHC
KIF5C	ENSG00000168280		NKHC2
KIF5C-AS1	ENSG00000231079
KIF6	ENSG00000164627	C6orf102	dJ1043E3.1, MGC33317, dJ137F1.4, dJ188D3.1, DKFZp451I2418
KIF7	ENSG00000166813		JBTS12
KIF9	ENSG00000088727		MGC104186
KIF9-AS1	ENSG00000227398		FLJ39534
KIF11	ENSG00000138160	KNSL1	Eg5, HKSP, TRIP5
KIF12	ENSG00000136883
KIF13A	ENSG00000137177		bA500C11.2, RBKIN
KIF13B	ENSG00000197892		GAKIN, KIAA0639
KIF14	ENSG00000118193		KIAA0042
KIF15	ENSG00000163808	KNSL7	HKLP2, NY-BR-62
KIF16B	ENSG00000089177	C20orf23	FLJ20135, dJ971B4.1, SNX23
KIF17	ENSG00000117245		KIAA1405, KIF3X, KIF17B, OSM-3, KLP-2
KIF18A	ENSG00000121621		DKFZP434G2226, PPP1R99
KIF18B	ENSG00000186185
KIF18B-DT	ENSG00000267334
KIF18BP1	ENSG00000260746
KIF19	ENSG00000196169		FLJ37300, KIF19A
KIF19BP	ENSG00000230914
KIF20A	ENSG00000112984	RAB6KIFL	MKLP2
KIF20B	ENSG00000138182	MPHOSPH1	MPP1, KRMP1, CT90
KIF21A	ENSG00000139116	FEOM1	FLJ20052
KIF21B	ENSG00000116852		DKFZP434J212, KIAA0449
KIF22	ENSG00000079616	KNSL4	Kid, OBP-1, OBP-2
KIF23	ENSG00000137807	KNSL5	MKLP1, MKLP-1
KIF23-AS1	ENSG00000259426
KIF24	ENSG00000186638	C9orf48	bA571F15.4, FLJ10933, FLJ43884
KIF25	ENSG00000125337	KNSL3
KIF25-AS1	ENSG00000229921	C6orf54, NCRNA00300	HGC6.1.1
KIF26A	ENSG00000066735		KIAA1236, DKFZP434N178
KIF26A-DT	ENSG00000258748
KIF26B	ENSG00000162849		FLJ10157
KIF26B-AS1	ENSG00000232192		RP11-62I21.1
KIF26B-AS2	ENSG00000238224
KIF26B-AS3	ENSG00000231612
KIF27	ENSG00000165115		DKFZp434D0917
KIF28P	ENSG00000223519		KLP-6
KIFAP3	ENSG00000075945		SMAP, KAP3, FLA3, KAP-1
KIFAP3-AS1	ENSG00000232959
KIFBP	ENSG00000198954	KIAA1279, KIF1BP	DKFZP586B0923, TTC20, KBP
KIFC1	ENSG00000237649	KNSL2	HSET
KIFC2	ENSG00000167702
KIFC3	ENSG00000140859
KILH	ENSG00000231683		linc-KILH, lnc-GCLC-1
KIN	ENSG00000151657		KIN17, Rts2
KIR
KIR2DL1	ENSG00000125498		cl-42, nkat1, 47.11, p58.1, CD158A
KIR2DL2			cl-43, nkat6, CD158B1, CD158k
KIR2DL3	ENSG00000243772		cl-6, nkat2, nkat2a, nkat2b, p58, CD158B2
KIR2DL4	ENSG00000189013		103AS, 15.212, CD158D
KIR2DL5A	ENSG00000274143		KIR2DL5.1, KIR2DL5, CD158F
